,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,unnamed: 24_level_1,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
71,66,66,2020-08-03,@,UTA,W,116,108,41,82,.500,9,26,.346,25,31,.806,4,38,23,12,3,14,24,,37,83,.446,12,43,.279,22,25,.880,7,42,25,8,3,21,29,2022,LAL
72,67,67,2020-08-05,,OKC,L,86,105,31,88,.352,5,37,.135,19,29,.655,10,46,17,7,3,11,24,,34,79,.430,5,24,.208,32,36,.889,4,52,17,9,2,13,23,2022,LAL
73,68,68,2020-08-06,@,HOU,L,97,113,35,77,.455,2,19,.105,25,36,.694,12,48,18,11,6,24,20,,36,84,.429,21,57,.368,20,23,.870,4,34,26,11,5,19,28,2022,LAL
74,69,69,2020-08-08,@,IND,L,111,116,42,100,.420,13,39,.333,14,19,.737,15,44,20,13,6,15,16,,44,84,.524,15,33,.455,13,14,.929,7,42,25,12,4,20,21,2022,LAL
75,70,70,2020-08-10,,DEN,W,124,121,44,81,.543,14,29,.483,22,32,.688,14,32,28,8,4,10,18,,45,77,.584,13,23,.565,18,23,.783,10,35,27,6,2,14,20,2022,LAL
76,71,71,2020-08-13,,SAC,L,122,136,48,98,.490,15,35,.429,11,15,.733,15,47,29,6,1,17,18,,54,95,.568,21,47,.447,7,12,.583,9,44,37,12,2,14,15,2022,LAL
0,1,1,2019-10-23,@,BRK,W,127,126,46,108,.426,13,43,.302,22,28,.786,12,52,23,9,4,13,22,,48,101,.475,15,34,.441,15,26,.577,10,48,19,8,9,16,30,2022,MIN
1,2,2,2019-10-25,@,CHO,W,121,99,43,91,.473,12,38,.316,23,31,.742,13,52,30,11,6,15,21,,37,84,.440,12,29,.414,13,26,.500,9,42,26,6,5,19,29,2022,MIN
2,3,3,2019-10-27,,MIA,W,116,109,39,91,.429,13,45,.289,25,33,.758,14,46,24,12,1,16,17,,42,85,.494,15,36,.417,10,15,.667,7,41,25,7,9,21,23,2022,MIN
3,4,4,2019-10-30,@,PHI,L,95,117,32,81,.395,10,35,.286,21,28,.750,6,34,12,13,6,21,21,,43,92,.467,9,25,.360,22,28,.786,16,56,24,14,6,22,27,2022,MIN
4,5,5,2019-11-02,@,WAS,W,131,109,51,94,.543,17,39,.436,12,17,.706,3,47,33,9,10,21,23,,37,95,.389,12,35,.343,23,27,.852,8,39,21,11,4,17,18,2022,MIN
5,6,6,2019-11-04,,MIL,L,106,134,37,103,.359,13,43,.302,19,22,.864,13,47,20,12,4,15,23,,50,93,.538,14,39,.359,20,30,.667,11,57,24,8,6,17,20,2022,MIN
6,7,7,2019-11-06,@,MEM,L,121,137,43,96,.448,16,45,.356,19,26,.731,10,36,29,9,7,11,22,,50,88,.568,12,23,.522,25,30,.833,8,49,34,4,3,17,22,2022,MIN
7,8,8,2019-11-08,,GSW,W,125,119,48,111,.432,9,36,.250,20,29,.690,20,59,20,10,10,18,23,,43,103,.417,10,35,.286,23,24,.958,13,49,18,12,9,20,26,2022,MIN
8,9,9,2019-11-10,,DEN,L,98,100,34,97,.351,6,45,.133,24,33,.727,15,53,22,9,10,12,23,,39,101,.386,11,28,.393,11,17,.647,14,57,26,6,4,20,30,2022,MIN
9,10,10,2019-11-11,@,DET,W,120,114,45,89,.506,15,34,.441,15,19,.789,11,45,25,7,6,16,23,,39,87,.448,16,32,.500,20,25,.800,12,39,25,9,5,17,22,2022,MIN
10,11,11,2019-11-13,,SAS,W,129,114,45,91,.495,11,34,.324,28,34,.824,13,50,25,11,4,10,25,,44,90,.489,3,17,.176,23,29,.793,10,44,24,4,4,11,23,2022,MIN
11,12,12,2019-11-15,,WAS,L,116,137,42,89,.472,11,37,.297,21,29,.724,9,43,26,6,5,20,20,,54,100,.540,10,28,.357,19,25,.760,13,51,38,10,5,13,22,2022,MIN
12,13,13,2019-11-16,,HOU,L,105,125,38,84,.452,12,38,.316,17,23,.739,13,46,23,7,5,18,20,,43,94,.457,19,49,.388,20,22,.909,14,42,15,7,3,12,18,2022,MIN
13,14,14,2019-11-18,@,UTA,W,112,102,41,89,.461,14,38,.368,16,19,.842,5,51,22,6,10,15,25,,35,96,.365,12,31,.387,20,26,.769,12,53,20,5,5,14,23,2022,MIN
14,15,15,2019-11-20,,UTA,L,95,103,35,89,.393,14,45,.311,11,21,.524,12,51,13,5,9,13,20,,35,86,.407,14,33,.424,19,27,.704,13,51,22,7,6,11,21,2022,MIN
15,16,16,2019-11-23,,PHO,L,98,100,38,91,.418,12,42,.286,10,17,.588,9,57,26,2,10,14,23,,33,96,.344,10,35,.286,24,26,.923,12,56,22,9,3,7,17,2022,MIN
16,17,17,2019-11-25,@,ATL,W,125,113,41,90,.456,15,35,.429,28,36,.778,14,47,27,10,6,13,25,,41,94,.436,10,32,.313,21,26,.808,9,42,26,6,4,17,25,2022,MIN
17,18,18,2019-11-27,@,SAS,W,113,101,37,85,.435,18,40,.450,21,27,.778,7,53,28,4,6,11,19,,41,97,.423,5,29,.172,14,17,.824,8,46,25,4,8,6,18,2022,MIN
18,19,19,2019-12-01,,MEM,L,107,115,33,85,.388,11,36,.306,30,35,.857,10,53,22,7,6,16,21,,41,100,.410,16,40,.400,17,21,.810,12,50,27,8,3,11,26,2022,MIN
19,20,20,2019-12-04,@,DAL,L,114,121,37,89,.416,17,38,.447,23,26,.885,15,44,23,5,7,12,21,,46,92,.500,11,37,.297,18,23,.783,13,45,24,5,5,8,16,2022,MIN
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2022,MIN
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2022,MIN
22,21,21,2019-12-06,@,OKC,L,127,139,50,96,.521,13,38,.342,14,20,.700,10,36,25,8,2,13,29,,49,88,.557,5,18,.278,36,40,.900,9,39,19,8,9,10,20,2022,MIN
23,22,22,2019-12-08,@,LAL,L,125,142,44,84,.524,15,37,.405,22,26,.846,6,31,27,5,6,15,18,,55,94,.585,14,31,.452,18,20,.900,10,41,32,9,1,10,19,2022,MIN
24,23,23,2019-12-09,@,PHO,L,109,125,40,85,.471,6,22,.273,23,29,.793,11,45,14,6,7,16,23,,47,95,.495,16,40,.400,15,19,.789,12,42,31,5,5,9,23,2022,MIN
25,24,24,2019-12-11,,UTA,L,116,127,40,91,.440,15,41,.366,21,26,.808,15,42,18,9,3,11,19,,47,83,.566,16,35,.457,17,22,.773,11,45,23,4,7,15,22,2022,MIN
26,25,25,2019-12-13,,LAC,L,117,124,38,85,.447,10,41,.244,31,37,.838,7,39,17,9,3,18,26,,39,79,.494,11,25,.440,35,39,.897,8,45,16,5,2,19,30,2022,MIN
27,26,26,2019-12-18,,NOP,L,99,107,36,95,.379,10,39,.256,17,27,.630,12,43,20,9,3,10,18,,38,86,.442,14,33,.424,17,21,.810,11,55,23,6,4,17,19,2022,MIN
28,27,27,2019-12-20,@,DEN,L,100,109,36,87,.414,10,42,.238,18,27,.667,16,46,20,8,8,14,15,,44,89,.494,10,28,.357,11,12,.917,10,44,27,9,5,15,22,2022,MIN
29,28,28,2019-12-21,@,POR,L,106,113,38,87,.437,15,37,.405,15,16,.938,7,39,16,8,8,16,18,,40,94,.426,13,35,.371,20,25,.800,12,45,19,9,13,14,21,2022,MIN
30,29,29,2019-12-23,@,GSW,L,104,113,35,87,.402,11,34,.324,23,29,.793,9,40,16,10,7,16,18,,38,87,.437,12,30,.400,25,30,.833,13,55,27,11,6,19,27,2022,MIN
31,30,30,2019-12-26,@,SAC,W,105,104,36,104,.346,10,46,.217,23,29,.793,14,65,23,7,5,13,20,,37,107,.346,9,39,.231,21,25,.840,16,67,20,8,8,12,23,2022,MIN
32,31,31,2019-12-28,,CLE,L,88,94,33,93,.355,8,37,.216,14,19,.737,14,40,17,17,8,18,29,,32,77,.416,4,20,.200,26,36,.722,14,60,13,9,4,28,21,2022,MIN
33,32,32,2019-12-30,,BRK,W,122,115,42,104,.404,17,44,.386,21,29,.724,11,60,20,12,8,14,22,,40,99,.404,15,41,.366,20,27,.741,7,58,22,4,6,16,25,2022,MIN
34,33,33,2020-01-01,@,MIL,L,104,106,34,91,.374,15,46,.326,21,28,.750,6,48,18,7,8,11,25,,40,94,.426,9,36,.250,17,26,.654,12,60,24,4,12,17,22,2022,MIN
35,34,34,2020-01-02,,GSW,W,99,84,38,95,.400,13,43,.302,10,17,.588,17,52,22,7,7,12,20,,33,77,.429,3,20,.150,15,21,.714,7,43,20,9,1,16,20,2022,MIN
36,35,35,2020-01-05,@,CLE,W,118,103,47,95,.495,14,38,.368,10,13,.769,14,43,32,16,8,16,19,,40,84,.476,8,25,.320,15,19,.789,12,44,15,6,2,20,13,2022,MIN
37,36,36,2020-01-07,@,MEM,L,112,119,40,90,.444,15,47,.319,17,21,.810,10,40,23,10,1,18,23,,46,89,.517,8,28,.286,19,21,.905,9,44,22,12,6,15,18,2022,MIN
38,37,37,2020-01-09,,POR,W,116,102,44,89,.494,13,32,.406,15,21,.714,15,56,25,7,9,14,28,,35,96,.365,11,37,.297,21,31,.677,14,41,14,9,6,10,21,2022,MIN
39,38,38,2020-01-11,@,HOU,L,109,139,36,95,.379,13,48,.271,24,36,.667,13,44,28,12,4,18,18,,49,95,.516,18,45,.400,23,29,.793,12,58,29,9,6,18,24,2022,MIN
40,39,39,2020-01-13,,OKC,L,104,117,38,91,.418,12,35,.343,16,21,.762,9,37,23,10,6,9,21,,41,82,.500,12,30,.400,23,26,.885,7,51,25,4,6,15,16,2022,MIN
41,40,40,2020-01-15,,IND,L,99,104,38,88,.432,11,28,.393,12,16,.750,10,45,26,6,7,15,14,,44,85,.518,7,23,.304,9,12,.750,7,45,27,7,3,15,15,2022,MIN
42,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2022,MIN
43,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2022,MIN
44,41,41,2020-01-17,@,IND,L,114,116,40,88,.455,17,39,.436,17,21,.810,7,36,22,4,1,13,19,,46,82,.561,8,24,.333,16,20,.800,4,41,24,4,8,13,20,2022,MIN
45,42,42,2020-01-18,,TOR,L,112,122,38,94,.404,14,50,.280,22,27,.815,12,49,34,8,5,17,18,,47,91,.516,13,35,.371,15,17,.882,7,42,25,13,9,14,23,2022,MIN
46,43,43,2020-01-20,,DEN,L,100,107,38,91,.418,13,42,.310,11,14,.786,11,42,26,7,5,9,11,,43,90,.478,11,31,.355,10,12,.833,13,53,26,9,1,13,18,2022,MIN
47,44,44,2020-01-22,@,CHI,L,110,117,41,86,.477,15,44,.341,13,24,.542,10,43,27,7,3,18,25,,39,84,.464,9,30,.300,30,37,.811,12,50,21,9,2,12,22,2022,MIN
48,45,45,2020-01-24,,HOU,L,124,131,48,98,.490,11,32,.344,17,20,.850,13,51,28,8,8,17,26,,47,91,.516,11,32,.344,26,31,.839,5,35,24,11,9,11,18,2022,MIN
49,46,46,2020-01-25,,OKC,L,104,113,40,90,.444,12,43,.279,12,18,.667,7,41,33,9,4,13,21,,39,80,.488,11,24,.458,24,25,.960,3,43,20,8,9,11,14,2022,MIN
50,47,47,2020-01-27,,SAC,L,129,133,43,89,.483,23,46,.500,20,33,.606,10,45,29,7,8,20,27,,44,88,.500,18,40,.450,27,34,.794,9,44,27,6,8,15,27,2022,MIN
51,48,48,2020-02-01,@,LAC,L,106,118,34,84,.405,7,39,.179,31,37,.838,6,44,24,9,4,17,20,,45,98,.459,12,34,.353,16,18,.889,12,50,20,8,7,13,30,2022,MIN
52,49,49,2020-02-03,@,SAC,L,109,113,37,85,.435,13,38,.342,22,28,.786,14,45,25,12,6,16,25,,38,75,.507,14,27,.519,23,31,.742,7,34,26,7,7,16,20,2022,MIN
53,50,50,2020-02-05,,ATL,L,120,127,45,91,.495,9,35,.257,21,28,.750,6,33,18,13,7,16,21,,43,82,.524,13,32,.406,28,30,.933,7,44,23,7,4,19,22,2022,MIN
54,51,51,2020-02-08,,LAC,W,142,115,52,95,.547,26,44,.591,12,18,.667,9,46,39,8,3,12,21,,41,86,.477,9,26,.346,24,29,.828,8,43,24,8,5,15,17,2022,MIN
55,52,52,2020-02-10,@,TOR,L,126,137,39,86,.453,18,40,.450,30,35,.857,10,38,24,6,4,23,19,,51,89,.573,17,33,.515,18,23,.783,9,41,29,15,4,18,26,2022,MIN
56,53,53,2020-02-12,,CHO,L,108,115,39,101,.386,14,49,.286,16,20,.800,14,48,25,10,7,11,19,,43,92,.467,14,34,.412,15,23,.652,12,52,22,7,4,13,16,2022,MIN
57,54,54,2020-02-21,,BOS,L,117,127,36,89,.404,15,42,.357,30,35,.857,8,43,23,8,10,8,27,,44,95,.463,10,29,.345,29,37,.784,16,58,21,5,6,10,26,2022,MIN
58,55,55,2020-02-23,@,DEN,L,116,128,40,90,.444,14,40,.350,22,29,.759,9,38,26,7,2,15,16,,53,90,.589,11,30,.367,11,17,.647,5,38,29,9,7,13,24,2022,MIN
59,56,56,2020-02-24,@,DAL,L,123,139,42,95,.442,15,42,.357,24,34,.706,7,42,16,4,6,11,22,,51,101,.505,16,44,.364,21,28,.750,14,54,28,7,3,12,28,2022,MIN
60,57,57,2020-02-26,@,MIA,W,129,126,47,91,.516,17,46,.370,18,25,.720,5,33,28,16,8,16,35,,41,78,.526,11,26,.423,33,43,.767,8,43,30,9,8,21,21,2022,MIN
61,58,58,2020-02-28,@,ORL,L,125,136,46,95,.484,17,44,.386,16,24,.667,6,33,27,10,6,15,20,,53,98,.541,12,40,.300,18,22,.818,10,54,36,6,7,15,20,2022,MIN
62,59,59,2020-03-01,,DAL,L,91,111,36,99,.364,13,42,.310,6,15,.400,14,57,19,9,3,13,17,,44,94,.468,11,40,.275,12,19,.632,6,56,28,10,7,14,16,2022,MIN
63,60,60,2020-03-03,@,NOP,W,139,134,54,97,.557,14,34,.412,17,20,.850,10,42,31,11,2,16,22,,52,100,.520,14,39,.359,16,27,.593,13,44,37,13,2,15,18,2022,MIN
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2022,MIN
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2022,MIN
66,61,61,2020-03-04,,CHI,W,115,108,40,81,.494,19,43,.442,16,25,.640,10,43,27,5,4,17,15,,45,94,.479,11,30,.367,7,11,.636,9,40,24,10,5,10,19,2022,MIN
67,62,62,2020-03-06,,ORL,L,118,132,46,98,.469,10,37,.270,16,20,.800,10,36,30,6,3,8,21,,51,84,.607,7,21,.333,23,31,.742,6,45,31,5,5,10,18,2022,MIN
68,63,63,2020-03-08,,NOP,L,107,120,37,94,.394,8,33,.242,25,31,.806,9,42,20,15,3,17,23,,44,90,.489,11,35,.314,21,31,.677,10,54,28,7,5,25,23,2022,MIN
69,64,64,2020-03-10,@,HOU,L,111,117,40,83,.482,14,35,.400,17,23,.739,8,41,21,9,0,18,20,,41,80,.513,15,38,.395,20,26,.769,5,33,24,9,5,16,20,2022,MIN
0,1,1,2019-10-22,,NOP,W,130,122,42,103,.408,14,40,.350,32,38,.842,16,57,23,7,3,16,24,,43,102,.422,19,45,.422,17,20,.850,16,53,30,4,9,19,34,2022,TOR
1,2,2,2019-10-25,@,BOS,L,106,112,37,78,.474,18,36,.500,14,17,.824,5,46,22,2,6,23,28,,42,109,.385,13,38,.342,15,16,.938,21,56,21,10,8,9,20,2022,TOR
2,3,3,2019-10-26,@,CHI,W,108,84,38,82,.463,15,42,.357,17,18,.944,10,59,27,9,12,22,25,,29,97,.299,9,35,.257,17,25,.680,12,45,18,9,2,15,22,2022,TOR
3,4,4,2019-10-28,,ORL,W,104,95,33,85,.388,10,39,.256,28,30,.933,6,52,19,9,2,16,20,,34,89,.382,12,39,.308,15,18,.833,8,47,22,9,6,16,20,2022,TOR
4,5,5,2019-10-30,,DET,W,125,113,51,86,.593,13,27,.481,10,12,.833,3,34,30,12,2,14,22,,41,88,.466,14,30,.467,17,23,.739,11,42,30,5,1,20,15,2022,TOR
5,6,6,2019-11-02,@,MIL,L,105,115,34,84,.405,15,36,.417,22,25,.880,7,42,24,5,6,13,22,,41,89,.461,13,38,.342,20,25,.800,10,51,30,4,7,11,22,2022,TOR
6,7,7,2019-11-06,,SAC,W,124,120,43,78,.551,14,29,.483,24,29,.828,2,37,28,10,4,14,20,,42,95,.442,20,44,.455,16,21,.762,12,43,23,8,7,14,23,2022,TOR
7,8,8,2019-11-08,@,NOP,W,122,104,41,93,.441,19,43,.442,21,24,.875,10,53,27,9,3,17,24,,40,99,.404,10,41,.244,14,21,.667,14,53,21,7,6,18,23,2022,TOR
8,9,9,2019-11-10,@,LAL,W,113,104,43,89,.483,12,36,.333,15,22,.682,7,43,26,6,8,13,17,,41,94,.436,10,30,.333,12,19,.632,13,51,31,6,7,12,20,2022,TOR
9,10,10,2019-11-11,@,LAC,L,88,98,34,85,.400,11,30,.367,9,15,.600,5,38,25,9,8,15,24,,34,92,.370,8,36,.222,22,30,.733,20,66,25,9,7,19,21,2022,TOR
10,11,11,2019-11-13,@,POR,W,114,106,42,92,.457,14,32,.438,16,17,.941,14,50,20,4,9,12,20,,38,96,.396,17,48,.354,13,16,.813,11,43,24,3,7,12,16,2022,TOR
11,12,12,2019-11-16,@,DAL,L,102,110,37,89,.416,17,41,.415,11,15,.733,7,42,21,7,2,14,20,,37,88,.420,9,39,.231,27,33,.818,12,55,24,7,4,12,15,2022,TOR
12,13,13,2019-11-18,,CHO,W,132,96,50,97,.515,20,43,.465,12,15,.800,16,53,40,13,2,10,25,,33,78,.423,15,45,.333,15,24,.625,9,37,26,3,8,19,19,2022,TOR
13,14,14,2019-11-20,,ORL,W,113,97,45,87,.517,9,27,.333,14,19,.737,10,47,26,5,5,11,21,,35,91,.385,9,32,.281,18,28,.643,16,43,26,9,8,11,16,2022,TOR
14,15,15,2019-11-23,@,ATL,W,119,116,40,88,.455,13,37,.351,26,30,.867,12,42,22,5,5,15,16,,47,90,.522,14,34,.412,8,11,.727,8,38,32,9,7,15,27,2022,TOR
15,16,16,2019-11-25,,PHI,W,101,96,38,84,.452,11,34,.324,14,22,.636,8,40,27,5,5,10,18,,36,88,.409,15,40,.375,9,16,.563,14,51,25,7,3,16,20,2022,TOR
16,17,17,2019-11-27,,NYK,W,126,98,46,94,.489,21,41,.512,13,17,.765,17,52,26,6,4,12,18,,33,88,.375,12,41,.293,20,24,.833,15,45,19,6,4,18,17,2022,TOR
17,18,18,2019-11-29,@,ORL,W,90,83,31,84,.369,11,38,.289,17,28,.607,11,46,21,16,4,13,20,,27,78,.346,7,29,.241,22,27,.815,13,52,17,10,11,22,19,2022,TOR
18,19,19,2019-12-01,,UTA,W,130,110,47,90,.522,19,36,.528,17,21,.810,7,43,36,14,8,14,24,,38,90,.422,13,35,.371,21,29,.724,15,51,21,5,3,18,17,2022,TOR
19,20,20,2019-12-03,,MIA,L,110,121,35,91,.385,11,43,.256,29,36,.806,9,48,25,5,4,11,20,,45,99,.455,15,38,.395,16,21,.762,10,55,29,4,7,11,27,2022,TOR
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2022,TOR
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2022,TOR
22,21,21,2019-12-05,,HOU,L,109,119,38,88,.432,12,39,.308,21,24,.875,12,45,27,14,5,17,21,,40,98,.408,22,55,.400,17,19,.895,20,54,29,11,2,22,24,2022,TOR
23,22,22,2019-12-08,@,PHI,L,104,110,38,88,.432,11,33,.333,17,20,.850,13,42,21,13,4,18,22,,40,79,.506,14,32,.438,16,21,.762,6,40,31,7,5,18,18,2022,TOR
24,23,23,2019-12-09,@,CHI,W,93,92,34,90,.378,7,29,.241,18,26,.692,14,54,19,8,9,15,12,,35,89,.393,12,46,.261,10,14,.714,9,45,30,6,4,14,20,2022,TOR
25,24,24,2019-12-11,,LAC,L,92,112,31,88,.352,8,36,.222,22,25,.880,15,47,21,10,8,18,24,,38,86,.442,12,40,.300,24,27,.889,12,50,29,8,5,18,21,2022,TOR
26,25,25,2019-12-14,,BRK,W,110,102,38,98,.388,14,40,.350,20,25,.800,10,51,21,10,10,11,23,,39,101,.386,12,46,.261,12,17,.706,13,59,24,4,7,20,20,2022,TOR
27,26,26,2019-12-16,,CLE,W,133,113,52,89,.584,16,32,.500,13,17,.765,6,41,31,7,2,7,19,,44,90,.489,12,35,.343,13,17,.765,9,39,30,6,1,10,15,2022,TOR
28,27,27,2019-12-18,@,DET,W,112,99,39,91,.429,13,35,.371,21,24,.875,12,47,27,9,6,12,20,,39,87,.448,6,35,.171,15,22,.682,10,48,19,7,6,15,17,2022,TOR
29,28,28,2019-12-20,,WAS,W,122,118,38,78,.487,12,30,.400,34,44,.773,6,42,26,6,3,17,25,,40,87,.460,14,39,.359,24,32,.750,8,39,24,6,1,13,28,2022,TOR
30,29,29,2019-12-22,,DAL,W,110,107,37,94,.394,10,34,.294,26,31,.839,14,51,21,12,5,10,21,,35,90,.389,15,46,.326,22,27,.815,14,53,27,6,4,17,22,2022,TOR
31,30,30,2019-12-23,@,IND,L,115,120,43,94,.457,11,40,.275,18,24,.750,12,50,30,6,8,16,22,,45,95,.474,18,42,.429,12,20,.600,13,45,34,7,8,12,22,2022,TOR
32,31,31,2019-12-25,,BOS,L,102,118,38,80,.475,8,23,.348,18,22,.818,7,34,17,13,7,17,13,,46,92,.500,14,33,.424,12,14,.857,13,45,26,7,3,19,22,2022,TOR
33,32,32,2019-12-28,@,BOS,W,113,97,44,84,.524,14,34,.412,11,17,.647,15,53,27,8,3,22,32,,31,78,.397,7,32,.219,28,36,.778,7,31,18,11,4,14,17,2022,TOR
34,33,33,2019-12-29,,OKC,L,97,98,35,83,.422,15,40,.375,12,12,1.000,8,42,21,7,2,14,20,,34,78,.436,10,33,.303,20,23,.870,8,43,15,8,6,17,14,2022,TOR
35,34,34,2019-12-31,,CLE,W,117,97,40,84,.476,17,39,.436,20,25,.800,10,45,29,5,7,11,15,,37,87,.425,10,38,.263,13,16,.813,8,41,21,5,4,14,19,2022,TOR
36,35,35,2020-01-02,@,MIA,L,76,84,28,89,.315,6,42,.143,14,17,.824,13,48,20,4,6,10,12,,33,81,.407,12,37,.324,6,11,.545,9,50,23,6,4,13,13,2022,TOR
37,36,36,2020-01-04,@,BRK,W,121,102,44,97,.454,13,32,.406,20,28,.714,15,43,21,10,4,7,25,,32,67,.478,13,35,.371,25,34,.735,6,38,24,4,11,24,24,2022,TOR
38,37,37,2020-01-07,,POR,L,99,101,35,96,.365,15,42,.357,14,19,.737,17,57,21,5,7,13,21,,38,88,.432,13,35,.371,12,14,.857,7,45,23,6,11,10,15,2022,TOR
39,38,38,2020-01-08,@,CHO,W,112,110,42,94,.447,14,36,.389,14,20,.700,14,46,34,7,5,10,23,,38,86,.442,15,37,.405,19,26,.731,13,50,30,6,6,17,21,2022,TOR
40,39,39,2020-01-12,,SAS,L,104,105,39,96,.406,17,48,.354,9,11,.818,8,45,30,7,3,11,23,,38,87,.437,7,32,.219,22,30,.733,9,51,24,6,5,11,11,2022,TOR
41,40,40,2020-01-15,@,OKC,W,130,121,52,85,.612,15,27,.556,11,15,.733,5,36,33,13,1,18,23,,43,85,.506,16,42,.381,19,20,.950,4,31,32,14,3,18,17,2022,TOR
42,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2022,TOR
43,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2022,TOR
44,41,41,2020-01-17,,WAS,W,140,111,52,91,.571,22,43,.512,14,16,.875,7,41,35,16,2,19,24,,40,89,.449,15,35,.429,16,23,.696,13,43,19,9,3,26,16,2022,TOR
45,42,42,2020-01-18,@,MIN,W,122,112,47,91,.516,13,35,.371,15,17,.882,7,42,25,13,9,14,23,,38,94,.404,14,50,.280,22,27,.815,12,49,34,8,5,17,18,2022,TOR
46,43,43,2020-01-20,@,ATL,W,122,117,38,92,.413,13,42,.310,33,43,.767,12,45,25,13,3,14,25,,41,83,.494,12,33,.364,23,33,.697,9,50,26,9,8,23,34,2022,TOR
47,44,44,2020-01-22,,PHI,W,107,95,40,86,.465,13,33,.394,14,21,.667,8,53,27,6,2,12,19,,32,84,.381,18,46,.391,13,18,.722,8,45,25,8,6,13,23,2022,TOR
48,45,45,2020-01-24,@,NYK,W,118,112,41,81,.506,17,35,.486,19,23,.826,5,31,25,10,6,7,20,,42,85,.494,13,36,.361,15,21,.714,14,46,26,5,4,14,21,2022,TOR
49,46,46,2020-01-26,@,SAS,W,110,106,41,99,.414,16,50,.320,12,15,.800,14,50,31,11,2,8,22,,34,82,.415,16,37,.432,22,24,.917,7,48,27,5,8,16,15,2022,TOR
50,47,47,2020-01-28,,ATL,W,130,114,48,97,.495,13,43,.302,21,27,.778,10,52,26,10,6,12,26,,41,92,.446,12,47,.255,20,25,.800,10,44,28,10,2,18,23,2022,TOR
51,48,48,2020-01-30,@,CLE,W,115,109,41,84,.488,12,32,.375,21,28,.750,9,37,23,13,3,13,20,,42,90,.467,13,36,.361,12,14,.857,15,52,23,7,3,21,21,2022,TOR
52,49,49,2020-01-31,@,DET,W,105,92,44,85,.518,9,27,.333,8,11,.727,7,42,26,6,7,14,27,,28,79,.354,11,36,.306,25,34,.735,13,45,18,5,6,15,12,2022,TOR
53,50,50,2020-02-02,,CHI,W,129,102,47,84,.560,16,34,.471,19,23,.826,12,46,28,6,5,15,18,,35,90,.389,15,48,.313,17,26,.654,17,41,25,10,0,16,21,2022,TOR
