,id,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
1355,5,6,6,2023-11-06,,SAC,W,122,97,43,75,.573,15,31,.484,21,27,.778,5,39,28,8,4,10,19,36,81,.444,14,40,.350,11,20,.550,12,34,22,5,2,13,22,2024,HOU
1356,6,7,7,2023-11-08,,LAL,W,128,94,51,93,.548,14,33,.424,12,19,.632,14,57,26,4,4,11,23,36,85,.424,7,25,.280,15,24,.625,5,34,20,7,6,9,18,2024,HOU
1357,7,8,8,2023-11-10,,NOP,W,104,101,36,88,.409,10,35,.286,22,28,.786,9,42,20,9,5,9,22,34,75,.453,8,25,.320,25,34,.735,8,49,12,6,6,18,26,2024,HOU
1358,8,9,9,2023-11-12,,DEN,W,107,104,37,87,.425,10,32,.313,23,29,.793,12,45,20,7,4,9,16,42,91,.462,9,32,.281,11,14,.786,12,49,24,3,5,11,20,2024,HOU
1359,9,10,10,2023-11-17,@,LAC,L,100,106,38,88,.432,10,31,.323,14,20,.700,12,47,24,6,5,16,28,36,83,.434,13,34,.382,21,30,.700,8,47,22,10,7,12,19,2024,HOU
1360,10,11,11,2023-11-19,@,LAL,L,104,105,41,84,.488,14,37,.378,8,10,.800,6,34,35,7,3,18,25,39,83,.470,6,29,.207,21,29,.724,10,42,26,13,1,17,13,2024,HOU
1361,11,12,12,2023-11-20,@,GSW,L,116,121,44,95,.463,13,41,.317,15,19,.789,15,48,28,6,3,8,24,36,77,.468,21,43,.488,28,33,.848,8,43,26,3,1,8,21,2024,HOU
1362,12,13,13,2023-11-22,,MEM,W,111,91,40,92,.435,14,43,.326,17,20,.850,6,49,22,6,6,6,22,27,82,.329,7,32,.219,30,35,.857,9,46,17,3,7,9,19,2024,HOU
1363,13,14,14,2023-11-24,,DEN,W,105,86,40,82,.488,12,29,.414,13,15,.867,6,49,25,9,9,14,21,32,94,.340,7,30,.233,15,21,.714,16,46,17,8,4,15,14,2024,HOU
1364,14,15,15,2023-11-28,@,DAL,L,115,121,42,85,.494,8,29,.276,23,29,.793,10,40,33,2,6,12,27,42,89,.472,12,34,.353,25,29,.862,9,38,25,5,4,7,25,2024,HOU
1365,15,16,16,2023-11-29,@,DEN,L,124,134,47,86,.547,16,41,.390,14,19,.737,8,35,27,3,5,8,20,48,95,.505,19,43,.442,19,26,.731,13,41,37,4,2,3,18,2024,HOU
1366,16,17,17,2023-12-02,@,LAL,L,97,107,36,89,.404,11,31,.355,14,18,.778,11,54,24,5,7,16,23,40,89,.449,8,27,.296,19,27,.704,9,48,24,11,7,9,17,2024,HOU
1367,17,18,18,2023-12-06,,OKC,W,110,101,40,83,.482,15,33,.455,15,22,.682,10,53,28,6,5,19,16,37,87,.425,8,29,.276,19,24,.792,4,30,22,14,10,8,21,2024,HOU
1368,18,19,19,2023-12-08,@,DEN,W,114,106,35,82,.427,13,39,.333,31,42,.738,11,47,21,3,3,9,20,38,90,.422,10,28,.357,20,27,.741,12,47,22,4,5,10,24,2024,HOU
1369,19,20,20,2023-12-11,,SAS,W,93,82,32,93,.344,12,39,.308,17,20,.850,15,60,20,7,2,16,18,31,87,.356,5,41,.122,15,22,.682,9,51,20,9,5,17,14,2024,HOU
1372,22,21,21,2023-12-13,,MEM,W,117,104,39,86,.453,12,32,.375,27,37,.730,15,58,23,6,3,19,28,35,82,.427,10,38,.263,24,34,.706,5,39,25,7,4,11,30,2024,HOU
1373,23,22,22,2023-12-15,@,MEM,W,103,96,32,88,.364,11,29,.379,28,32,.875,15,51,18,10,10,11,19,37,92,.402,11,40,.275,11,15,.733,13,48,19,4,8,17,24,2024,HOU
1374,24,23,23,2023-12-17,@,MIL,L,119,128,45,85,.529,11,27,.407,18,21,.857,6,31,26,8,4,9,21,45,90,.500,13,36,.361,25,32,.781,16,46,25,4,1,15,23,2024,HOU
1375,25,24,24,2023-12-18,@,CLE,L,130,135,47,102,.461,12,33,.364,24,27,.889,15,47,34,9,5,13,32,47,97,.485,19,48,.396,22,34,.647,14,38,29,7,8,11,25,2024,HOU
1376,26,25,25,2023-12-20,,ATL,L,127,134,44,89,.494,16,34,.471,23,23,1.000,8,37,25,4,6,8,23,47,91,.516,17,40,.425,23,28,.821,12,44,31,4,3,9,18,2024,HOU
1377,27,26,26,2023-12-22,,DAL,W,122,96,46,95,.484,11,38,.289,19,23,.826,12,63,21,7,3,16,22,35,101,.347,7,40,.175,19,26,.731,14,47,18,10,1,11,17,2024,HOU
1378,28,27,27,2023-12-23,@,NOP,W,106,104,35,82,.427,9,29,.310,27,35,.771,13,44,21,9,2,11,20,38,82,.463,8,31,.258,20,29,.690,13,46,21,9,7,16,22,2024,HOU
1379,29,28,28,2023-12-26,,IND,L,117,123,47,97,.485,5,24,.208,18,22,.818,15,44,19,15,2,10,16,43,82,.524,19,43,.442,18,21,.857,10,45,28,5,7,20,22,2024,HOU
1380,30,29,29,2023-12-27,,PHO,L,113,129,40,96,.417,17,41,.415,16,22,.727,9,33,20,11,3,9,21,47,82,.573,14,33,.424,21,26,.808,8,44,28,4,11,19,17,2024,HOU
1381,31,30,30,2023-12-29,,PHI,L,127,131,49,91,.538,14,30,.467,15,21,.714,14,42,30,8,6,16,24,45,86,.523,12,33,.364,29,33,.879,11,30,22,10,5,10,21,2024,HOU
1382,32,31,31,2024-01-01,,DET,W,136,113,51,91,.560,15,35,.429,19,24,.792,6,39,34,11,1,9,19,40,83,.482,13,29,.448,20,27,.741,10,37,27,3,4,17,21,2024,HOU
1383,33,32,32,2024-01-03,,BRK,W,112,101,37,76,.487,19,39,.487,19,27,.704,5,48,27,5,4,16,19,36,93,.387,13,44,.295,16,26,.615,15,50,25,11,6,8,19,2024,HOU
1384,34,33,33,2024-01-05,,MIN,L,95,122,36,90,.400,12,32,.375,11,15,.733,7,38,18,7,2,15,15,46,88,.523,14,33,.424,16,20,.800,9,52,31,12,7,14,18,2024,HOU
1385,35,34,34,2024-01-06,,MIL,W,112,108,36,83,.434,13,34,.382,27,32,.844,7,46,22,7,2,10,24,35,76,.461,9,34,.265,29,42,.690,4,41,20,7,4,11,24,2024,HOU
1386,36,35,35,2024-01-08,@,MIA,L,113,120,37,88,.420,14,41,.341,25,28,.893,12,42,20,8,4,12,31,41,82,.500,15,36,.417,23,32,.719,10,45,30,6,5,11,21,2024,HOU
1387,37,36,36,2024-01-10,@,CHI,L,119,124,48,101,.475,11,45,.244,12,20,.600,9,50,29,9,4,14,18,42,95,.442,19,47,.404,21,25,.840,8,46,31,9,4,14,19,2024,HOU
1388,38,37,37,2024-01-12,@,DET,W,112,110,41,90,.456,8,30,.267,22,25,.880,10,41,21,8,5,9,16,44,88,.500,12,35,.343,10,16,.625,11,46,32,6,9,14,21,2024,HOU
1389,39,38,38,2024-01-13,@,BOS,L,113,145,40,99,.404,7,30,.233,26,30,.867,15,50,20,10,3,12,18,51,95,.537,24,47,.511,19,25,.760,10,50,26,7,8,11,21,2024,HOU
1390,40,39,39,2024-01-15,@,PHI,L,115,124,44,88,.500,8,27,.296,19,32,.594,16,46,21,7,9,13,23,40,83,.482,15,31,.484,29,34,.853,8,41,25,8,4,10,24,2024,HOU
1391,41,40,40,2024-01-17,@,NYK,L,94,109,35,84,.417,8,30,.267,16,19,.842,6,38,23,6,9,10,18,39,87,.448,13,37,.351,18,22,.818,12,51,24,6,5,12,20,2024,HOU
1394,44,41,41,2024-01-20,,UTA,W,127,126,50,117,.427,13,39,.333,14,22,.636,23,56,27,11,10,7,22,48,105,.457,13,43,.302,17,22,.773,16,59,28,4,8,17,24,2024,HOU
1395,45,42,42,2024-01-21,,BOS,L,107,116,41,94,.436,10,35,.286,15,22,.682,11,49,26,9,3,15,17,43,98,.439,17,47,.362,13,18,.722,16,55,31,10,12,16,17,2024,HOU
1396,46,43,43,2024-01-24,,POR,L,131,137,50,94,.532,12,36,.333,19,22,.864,8,37,29,8,6,8,19,50,98,.510,15,35,.429,22,24,.917,13,48,31,6,4,12,18,2024,HOU
1397,47,44,44,2024-01-26,@,CHO,W,138,104,50,89,.562,13,33,.394,25,31,.806,11,53,34,7,10,12,20,35,85,.412,9,29,.310,25,32,.781,5,32,20,6,7,13,25,2024,HOU
1398,48,45,45,2024-01-27,@,BRK,L,104,106,37,94,.394,10,37,.270,20,23,.870,15,55,20,6,3,17,29,36,74,.486,12,34,.353,22,37,.595,2,40,24,11,6,19,22,2024,HOU
1399,49,46,46,2024-01-29,,LAL,W,135,119,52,98,.531,12,36,.333,19,25,.760,14,56,36,10,2,15,19,45,91,.495,13,35,.371,16,26,.615,4,35,26,10,6,12,13,2024,HOU
1400,50,47,47,2024-01-31,,NOP,L,99,110,35,87,.402,13,44,.295,16,17,.941,5,29,19,11,2,5,21,41,82,.500,11,34,.324,17,24,.708,12,56,20,3,6,16,22,2024,HOU
1401,51,48,48,2024-02-02,,TOR,W,135,106,55,93,.591,11,31,.355,14,17,.824,7,49,30,9,3,14,20,40,91,.440,11,33,.333,15,20,.750,8,37,17,11,5,14,18,2024,HOU
1402,52,49,49,2024-02-04,@,MIN,L,90,111,31,88,.352,10,30,.333,18,27,.667,10,41,20,10,7,11,26,40,90,.444,11,30,.367,20,27,.741,11,58,21,6,11,15,19,2024,HOU
1403,53,50,50,2024-02-06,@,IND,L,129,132,50,97,.515,12,25,.480,17,23,.739,20,48,26,5,3,15,16,54,86,.628,15,32,.469,9,14,.643,5,25,35,7,7,12,20,2024,HOU
1404,54,51,51,2024-02-09,@,TOR,L,104,107,38,85,.447,15,38,.395,13,16,.813,12,48,22,5,3,21,20,40,95,.421,10,33,.303,17,19,.895,16,41,24,14,8,11,17,2024,HOU
1405,55,52,52,2024-02-10,@,ATL,L,113,122,44,100,.440,13,43,.302,12,19,.632,16,58,22,6,6,17,26,40,88,.455,14,41,.341,28,37,.757,9,41,25,7,8,11,18,2024,HOU
1406,56,53,53,2024-02-12,,NYK,W,105,103,36,80,.450,10,26,.385,23,33,.697,12,39,22,12,3,11,16,42,92,.457,12,36,.333,7,12,.583,19,51,19,4,4,16,23,2024,HOU
1407,57,54,54,2024-02-14,@,MEM,L,113,121,42,102,.412,11,36,.306,18,28,.643,22,56,20,9,4,9,25,39,79,.494,15,35,.429,28,41,.683,8,46,27,8,11,11,20,2024,HOU
1408,58,55,55,2024-02-22,@,NOP,L,105,127,36,82,.439,15,41,.366,18,28,.643,12,44,27,6,5,22,18,50,96,.521,16,41,.390,11,18,.611,9,43,35,16,6,13,21,2024,HOU
1409,59,56,56,2024-02-23,,PHO,W,114,110,37,93,.398,15,45,.333,25,34,.735,17,54,25,8,5,14,23,38,95,.400,7,31,.226,27,35,.771,19,58,23,10,8,10,20,2024,HOU
1410,60,57,57,2024-02-25,,OKC,L,110,123,38,93,.409,16,41,.390,18,23,.783,13,50,18,6,7,18,16,46,97,.474,17,35,.486,14,15,.933,10,48,30,12,8,9,22,2024,HOU
1411,61,58,58,2024-02-27,@,OKC,L,95,112,37,95,.389,9,39,.231,12,18,.667,12,46,22,5,8,15,16,44,93,.473,10,27,.370,14,18,.778,12,55,19,7,8,13,14,2024,HOU
1412,62,59,59,2024-02-29,@,PHO,L,105,110,33,99,.333,11,45,.244,28,31,.903,19,58,14,8,5,12,29,36,89,.404,13,37,.351,25,37,.676,14,51,20,6,6,14,21,2024,HOU
1413,63,60,60,2024-03-02,@,PHO,W,118,109,42,96,.438,16,42,.381,18,26,.692,13,49,27,13,3,12,22,39,85,.459,9,29,.310,22,29,.759,9,47,23,6,6,19,17,2024,HOU
1416,66,61,61,2024-03-05,,SAS,W,114,101,49,105,.467,9,34,.265,7,11,.636,16,51,23,15,5,5,15,38,87,.437,12,36,.333,13,16,.813,12,50,24,1,10,18,12,2024,HOU
1417,67,62,62,2024-03-06,,LAC,L,116,122,45,94,.479,16,37,.432,10,17,.588,13,38,33,6,2,8,21,44,80,.550,12,29,.414,22,26,.846,8,41,19,5,8,9,17,2024,HOU
1418,68,63,63,2024-03-08,@,POR,W,123,107,45,94,.479,14,37,.378,19,26,.731,14,47,33,12,10,7,15,37,89,.416,16,35,.457,17,25,.680,19,49,22,5,5,17,16,2024,HOU
1419,69,64,64,2024-03-10,@,SAC,W,112,104,39,84,.464,12,29,.414,22,27,.815,6,42,23,8,1,12,18,39,86,.453,6,32,.188,20,23,.870,7,44,24,10,5,12,20,2024,HOU
1420,70,65,65,2024-03-12,@,SAS,W,103,101,37,80,.463,10,32,.313,19,21,.905,8,36,21,10,5,12,19,39,82,.476,11,36,.306,12,14,.857,10,42,30,9,5,13,20,2024,HOU
1421,71,66,66,2024-03-14,,WAS,W,135,119,51,87,.586,12,28,.429,21,24,.875,8,47,24,7,1,17,19,46,93,.495,12,38,.316,15,19,.789,7,32,29,11,2,13,19,2024,HOU
1422,72,67,67,2024-03-16,,CLE,W,117,103,47,98,.480,15,42,.357,8,12,.667,11,48,28,9,7,9,19,37,82,.451,12,38,.316,17,20,.850,7,45,22,6,7,15,12,2024,HOU
1423,73,68,68,2024-03-19,@,WAS,W,137,114,47,91,.516,13,39,.333,30,36,.833,12,47,25,6,11,7,15,42,98,.429,15,39,.385,15,20,.750,17,44,24,6,2,10,27,2024,HOU
1424,74,69,69,2024-03-21,,CHI,W,127,117,47,93,.505,17,45,.378,16,20,.800,13,49,27,7,6,14,21,42,93,.452,12,31,.387,21,25,.840,12,43,23,8,3,11,17,2024,HOU
1425,75,70,70,2024-03-23,,UTA,W,147,119,54,97,.557,27,49,.551,12,14,.857,12,44,31,7,3,9,26,40,89,.449,11,37,.297,28,33,.848,12,40,24,2,4,10,11,2024,HOU
1426,76,71,71,2024-03-25,,POR,W,110,92,37,93,.398,12,39,.308,24,25,.960,13,45,19,7,7,8,16,36,87,.414,7,33,.212,13,15,.867,10,44,14,5,6,16,25,2024,HOU
1427,77,72,72,2024-03-27,@,OKC,W,132,126,50,104,.481,15,43,.349,17,23,.739,16,50,25,10,3,16,24,47,96,.490,14,38,.368,18,24,.750,13,49,26,7,7,19,24,2024,HOU
1428,78,73,73,2024-03-29,@,UTA,W,101,100,35,91,.385,13,42,.310,18,28,.643,15,45,19,10,6,10,18,37,80,.463,8,31,.258,18,19,.947,11,51,23,4,9,20,23,2024,HOU
1429,79,74,74,2024-03-31,,DAL,L,107,125,39,92,.424,13,38,.342,16,19,.842,12,43,22,9,3,10,14,48,93,.516,24,47,.511,5,9,.556,10,47,24,7,8,13,17,2024,HOU
1430,80,75,75,2024-04-02,@,MIN,L,106,113,41,92,.446,14,48,.292,10,14,.714,12,37,23,10,0,14,23,41,77,.532,11,26,.423,20,22,.909,6,39,29,12,5,17,17,2024,HOU
1431,81,76,76,2024-04-04,,GSW,L,110,133,36,86,.419,12,40,.300,26,30,.867,12,29,23,11,1,12,19,47,80,.588,17,35,.486,22,25,.880,12,43,29,6,2,18,23,2024,HOU
1432,82,77,77,2024-04-05,,MIA,L,104,119,34,90,.378,14,44,.318,22,25,.880,12,45,25,7,2,9,13,44,89,.494,13,36,.361,18,21,.857,8,48,27,8,4,9,18,2024,HOU
1433,83,78,78,2024-04-07,@,DAL,L,136,147,46,93,.495,17,41,.415,27,35,.771,4,32,31,11,6,10,34,46,85,.541,15,39,.385,40,45,.889,6,47,21,4,6,17,26,2024,HOU
1434,84,79,79,2024-04-09,,ORL,W,118,106,45,86,.523,15,35,.429,13,18,.722,6,37,29,8,7,12,21,39,86,.453,7,24,.292,21,23,.913,10,42,23,9,6,14,15,2024,HOU
1435,85,80,80,2024-04-11,@,UTA,L,121,124,40,95,.421,21,47,.447,20,22,.909,16,39,22,8,6,10,18,44,87,.506,14,39,.359,22,27,.815,15,49,27,8,7,14,20,2024,HOU
1438,88,81,81,2024-04-12,@,POR,W,116,107,44,92,.478,11,39,.282,17,20,.850,10,48,25,3,5,8,20,37,95,.389,12,35,.343,21,29,.724,16,48,20,4,5,7,14,2024,HOU
1439,89,82,82,2024-04-14,@,LAC,W,116,105,50,103,.485,11,38,.289,5,14,.357,17,59,31,7,8,18,13,41,104,.394,8,37,.216,15,17,.882,16,51,23,13,8,12,14,2024,HOU
1440,0,1,1,2023-10-25,@,IND,L,120,143,44,96,.458,9,24,.375,23,29,.793,11,45,28,6,9,14,11,56,107,.523,20,43,.465,11,12,.917,10,51,38,10,8,12,23,2024,WAS
1441,1,2,2,2023-10-28,,MEM,W,113,106,40,93,.430,16,46,.348,17,22,.773,11,45,24,9,5,11,15,39,91,.429,19,47,.404,9,9,1.000,6,45,27,7,8,16,21,2024,WAS
1442,2,3,3,2023-10-30,,BOS,L,107,126,39,87,.448,11,36,.306,18,26,.692,11,40,26,12,4,15,13,51,102,.500,19,53,.358,5,7,.714,15,51,31,11,6,17,21,2024,WAS
1443,3,4,4,2023-11-01,@,ATL,L,121,130,51,101,.505,10,40,.250,9,14,.643,6,35,32,14,3,11,25,46,92,.500,9,32,.281,29,32,.906,14,57,26,8,3,20,16,2024,WAS
1444,4,5,5,2023-11-03,@,MIA,L,114,121,46,81,.568,13,28,.464,9,17,.529,4,30,33,7,4,20,18,48,80,.600,13,27,.481,12,14,.857,7,37,35,9,1,19,18,2024,WAS
1445,5,6,6,2023-11-06,@,PHI,L,128,146,49,96,.510,14,34,.412,16,20,.800,10,38,31,6,10,19,26,51,91,.560,12,31,.387,32,36,.889,10,45,37,12,7,15,15,2024,WAS
1446,6,7,7,2023-11-08,@,CHO,W,132,116,47,97,.485,18,43,.419,20,25,.800,13,40,26,10,6,10,26,41,79,.519,8,25,.320,26,35,.743,11,47,17,8,5,20,22,2024,WAS
1447,7,8,8,2023-11-10,,CHO,L,117,124,43,88,.489,14,38,.368,17,20,.850,7,36,28,4,6,15,23,50,110,.455,6,28,.214,18,28,.643,28,67,31,10,4,9,19,2024,WAS
1448,8,9,9,2023-11-12,@,BRK,L,94,102,33,88,.375,10,41,.244,18,25,.720,7,42,20,14,3,12,15,37,98,.378,12,49,.245,16,20,.800,20,66,22,6,6,18,18,2024,WAS
1449,9,10,10,2023-11-13,@,TOR,L,107,111,43,84,.512,12,26,.462,9,12,.750,8,38,32,11,5,22,22,45,90,.500,4,20,.200,17,25,.680,16,48,28,11,4,16,13,2024,WAS
1450,10,11,11,2023-11-15,,DAL,L,117,130,43,89,.483,12,36,.333,19,23,.826,8,46,23,6,1,12,22,48,92,.522,17,42,.405,17,29,.586,9,46,32,6,4,10,16,2024,WAS
1451,11,12,12,2023-11-17,,NYK,L,99,120,37,82,.451,10,32,.313,15,16,.938,7,32,25,4,4,14,18,45,91,.495,16,38,.421,14,20,.700,14,48,26,5,6,10,21,2024,WAS
1452,12,13,13,2023-11-20,,MIL,L,129,142,55,99,.556,10,29,.345,9,11,.818,5,26,29,6,4,4,19,55,94,.585,11,29,.379,21,28,.750,16,55,33,3,6,13,13,2024,WAS
1453,13,14,14,2023-11-22,@,CHO,L,114,117,44,97,.454,11,32,.344,15,18,.833,11,47,26,7,3,10,18,43,91,.473,16,37,.432,15,21,.714,11,49,27,6,4,12,15,2024,WAS
1454,14,15,15,2023-11-24,@,MIL,L,128,131,48,100,.480,15,37,.405,17,21,.810,12,46,29,3,4,8,24,48,92,.522,9,31,.290,26,33,.788,10,50,28,6,6,9,22,2024,WAS
1455,15,16,16,2023-11-25,,ATL,L,108,136,43,88,.489,10,38,.263,12,12,1.000,8,41,33,5,6,20,17,52,102,.510,18,37,.486,14,20,.700,17,49,29,13,2,9,15,2024,WAS
1456,16,17,17,2023-11-27,@,DET,W,126,107,45,89,.506,10,29,.345,26,28,.929,6,46,29,8,6,15,19,43,102,.422,8,38,.211,13,19,.684,18,49,29,7,11,16,22,2024,WAS
1457,17,18,18,2023-11-29,@,ORL,L,120,139,41,87,.471,11,29,.379,27,35,.771,7,29,28,14,3,10,20,51,84,.607,17,27,.630,20,24,.833,9,44,34,5,6,18,22,2024,WAS
1458,18,19,19,2023-12-01,@,ORL,L,125,130,45,89,.506,13,28,.464,22,31,.710,8,40,25,8,5,14,29,46,89,.517,12,31,.387,26,33,.788,10,44,35,6,8,14,23,2024,WAS
1459,19,20,20,2023-12-06,,PHI,L,126,131,52,92,.565,14,35,.400,8,8,1.000,2,32,39,8,6,11,22,47,92,.511,8,27,.296,29,34,.853,11,43,29,7,2,11,14,2024,WAS
1462,22,21,21,2023-12-08,@,BRK,L,97,124,38,91,.418,6,33,.182,15,21,.714,12,41,19,4,7,16,19,50,104,.481,10,33,.303,14,18,.778,18,55,27,8,8,10,18,2024,WAS
1463,23,22,22,2023-12-11,@,PHI,L,101,146,36,85,.424,9,31,.290,20,31,.645,13,44,21,5,2,22,19,52,95,.547,20,46,.435,22,25,.880,9,47,37,14,6,13,27,2024,WAS
1464,24,23,23,2023-12-13,,NOP,L,122,142,42,82,.512,19,44,.432,19,24,.792,3,33,28,7,6,15,16,50,96,.521,16,34,.471,26,30,.867,10,46,30,11,3,9,17,2024,WAS
1465,25,24,24,2023-12-15,,IND,W,137,123,52,92,.565,13,27,.481,20,26,.769,8,47,36,7,8,17,18,48,107,.449,15,40,.375,12,16,.750,13,41,35,7,8,15,25,2024,WAS
1466,26,25,25,2023-12-17,@,PHO,L,108,112,39,95,.411,14,46,.304,16,20,.800,10,44,24,8,6,10,25,41,90,.456,7,31,.226,23,30,.767,13,54,29,8,6,17,16,2024,WAS
1467,27,26,26,2023-12-18,@,SAC,L,131,143,44,85,.518,18,38,.474,25,30,.833,5,39,26,3,6,11,21,53,100,.530,17,43,.395,20,26,.769,9,42,35,8,5,7,24,2024,WAS
1468,28,27,27,2023-12-21,@,POR,W,118,117,42,84,.500,12,30,.400,22,32,.688,7,37,26,9,6,11,17,43,95,.453,14,30,.467,17,23,.739,20,51,24,7,6,15,27,2024,WAS
1469,29,28,28,2023-12-22,@,GSW,L,118,129,44,97,.454,11,35,.314,19,24,.792,9,39,25,7,4,9,16,47,97,.485,18,45,.400,17,20,.850,14,57,33,5,2,12,17,2024,WAS
1470,30,29,29,2023-12-26,,ORL,L,119,127,43,87,.494,16,42,.381,17,21,.810,10,47,27,10,8,20,21,49,93,.527,12,26,.462,17,25,.680,7,40,30,11,5,16,16,2024,WAS
1471,31,30,30,2023-12-27,,TOR,L,102,132,42,90,.467,8,33,.242,10,15,.667,10,34,25,11,3,16,17,52,91,.571,15,38,.395,13,19,.684,14,53,43,12,5,17,18,2024,WAS
1472,32,31,31,2023-12-29,,BRK,W,110,104,46,91,.505,15,38,.395,3,7,.429,8,43,28,5,5,6,19,39,91,.429,9,28,.321,17,27,.630,18,54,24,5,4,10,13,2024,WAS
1473,33,32,32,2023-12-31,,ATL,L,126,130,46,98,.469,17,53,.321,17,21,.810,6,42,35,5,9,9,21,47,95,.495,12,32,.375,24,37,.649,12,58,27,5,3,12,18,2024,WAS
1474,34,33,33,2024-01-03,@,CLE,L,101,140,42,101,.416,12,35,.343,5,11,.455,12,36,22,8,5,8,14,54,101,.535,20,42,.476,12,16,.750,18,62,37,5,8,8,13,2024,WAS
1475,35,34,34,2024-01-05,@,CLE,L,90,114,35,84,.417,9,30,.300,11,15,.733,7,31,19,12,8,16,19,41,77,.532,16,33,.485,16,23,.696,12,52,31,9,1,23,19,2024,WAS
1476,36,35,35,2024-01-06,,NYK,L,105,121,40,85,.471,13,37,.351,12,20,.600,12,45,33,5,3,20,20,43,87,.494,14,36,.389,21,24,.875,11,45,27,9,2,14,16,2024,WAS
1477,37,36,36,2024-01-08,,OKC,L,128,136,44,89,.494,15,32,.469,25,29,.862,12,38,32,7,5,14,23,52,88,.591,14,28,.500,18,24,.750,10,40,37,11,7,14,21,2024,WAS
1478,38,37,37,2024-01-10,@,IND,L,104,112,38,88,.432,7,31,.226,21,30,.700,13,46,24,8,8,13,23,41,92,.446,8,25,.320,22,24,.917,14,54,31,7,6,13,22,2024,WAS
1479,39,38,38,2024-01-13,@,ATL,W,127,99,47,97,.485,12,32,.375,21,26,.808,12,54,32,10,9,12,22,32,93,.344,11,40,.275,24,33,.727,16,50,21,9,7,14,20,2024,WAS
1480,40,39,39,2024-01-15,,DET,L,117,129,44,95,.463,19,41,.463,10,11,.909,8,33,30,8,7,8,19,50,90,.556,12,31,.387,17,23,.739,12,52,30,4,10,15,13,2024,WAS
1481,41,40,40,2024-01-18,@,NYK,L,109,113,41,90,.456,10,31,.323,17,22,.773,9,46,31,9,4,12,24,39,86,.453,13,38,.342,22,26,.846,7,47,22,6,5,17,18,2024,WAS
1484,44,41,41,2024-01-20,,SAS,L,127,131,49,103,.476,9,29,.310,20,23,.870,14,46,28,10,4,11,21,51,96,.531,12,31,.387,17,23,.739,14,49,38,6,10,17,19,2024,WAS
1485,45,42,42,2024-01-21,,DEN,L,104,113,39,91,.429,8,27,.296,18,22,.818,12,40,31,6,9,13,23,43,88,.489,8,22,.364,19,28,.679,13,50,29,9,11,13,16,2024,WAS
1486,46,43,43,2024-01-24,,MIN,L,107,118,37,77,.481,10,24,.417,23,29,.793,7,49,31,2,3,21,22,42,100,.420,9,32,.281,25,29,.862,15,48,26,8,7,7,22,2024,WAS
1487,47,44,44,2024-01-25,,UTA,L,108,123,43,88,.489,7,30,.233,15,20,.750,5,35,33,11,7,11,14,50,97,.515,13,31,.419,10,12,.833,13,52,34,6,2,15,19,2024,WAS
1488,48,45,45,2024-01-27,@,DET,W,118,104,45,100,.450,11,34,.324,17,21,.810,16,50,26,10,4,9,19,37,85,.435,9,32,.281,21,27,.778,11,45,22,2,8,17,20,2024,WAS
1489,49,46,46,2024-01-29,@,SAS,W,118,113,46,86,.535,9,25,.360,17,24,.708,14,45,32,9,8,18,15,43,92,.467,12,30,.400,15,17,.882,10,36,31,10,7,14,17,2024,WAS
1490,50,47,47,2024-01-31,,LAC,L,109,125,45,97,.464,9,29,.310,10,15,.667,12,45,19,4,10,13,19,47,100,.470,12,30,.400,19,22,.864,18,52,25,9,7,8,16,2024,WAS
1491,51,48,48,2024-02-02,,MIA,L,102,110,37,90,.411,11,42,.262,17,21,.810,6,43,28,5,4,8,25,38,88,.432,7,31,.226,27,35,.771,14,59,24,4,1,12,18,2024,WAS
1492,52,49,49,2024-02-04,,PHO,L,112,140,47,96,.490,7,32,.219,11,17,.647,13,35,32,11,4,18,19,54,88,.614,11,25,.440,21,26,.808,9,42,33,13,6,17,12,2024,WAS
1493,53,50,50,2024-02-07,,CLE,L,106,114,42,94,.447,16,40,.400,6,9,.667,12,47,27,10,5,15,23,43,88,.489,12,35,.343,16,22,.727,7,46,25,4,5,14,11,2024,WAS
1494,54,51,51,2024-02-09,@,BOS,L,129,133,45,95,.474,20,47,.426,19,21,.905,5,39,32,8,1,12,25,48,92,.522,11,34,.324,26,28,.929,9,49,25,9,5,13,17,2024,WAS
1495,55,52,52,2024-02-10,,PHI,L,113,119,42,86,.488,13,35,.371,16,21,.762,7,39,28,7,8,15,23,48,100,.480,8,27,.296,15,23,.652,13,48,28,8,4,11,18,2024,WAS
1496,56,53,53,2024-02-12,@,DAL,L,104,112,44,106,.415,7,32,.219,9,15,.600,12,52,27,9,7,15,25,43,96,.448,9,36,.250,17,26,.654,12,56,27,7,12,16,18,2024,WAS
1497,57,54,54,2024-02-14,@,NOP,L,126,133,44,92,.478,21,45,.467,17,20,.850,15,42,35,7,3,19,22,50,89,.562,10,32,.313,23,29,.793,8,39,36,14,6,10,21,2024,WAS
1498,58,55,55,2024-02-22,@,DEN,L,110,130,40,104,.385,17,38,.447,13,23,.565,14,40,30,14,1,14,15,56,101,.554,7,31,.226,11,15,.733,13,60,41,11,11,16,16,2024,WAS
